idno,netustm,ppltrst,vote,prtvtddk,health,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
102863,488,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1988,62,Female,1966,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",23,25,25,,1,79.0
102987,210,2,Yes,Dansk Folkeparti - Danish People's Party,Very good,1993,55,Female,1974,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,37,37,31000,35000,45.0
103100,90,10,Yes,Det Konservative Folkeparti - Conservative People's Party,Very good,1992,65,Female,1974,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,35,38,30000,35000,54.0
103272,90,4,Yes,Socialdemokratiet - The Social democrats,Fair,1978,50,Female,1960,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",20,35,35,,,72.0
103492,60,,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1982,20,Male,1964,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,16,16,27000,,48.0
103561,240,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1977,60,Male,1959,Folkeskole 9.-10. klasse,0,37,40,30000,,70.0
103584,300,9,No,,Very good,2010,54,Female,1992,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",2,40,40,,,331.0
103657,600,7,Yes,Dansk Folkeparti - Danish People's Party,Fair,1996,25,Female,1980,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,36,36,26000,30000,85.0
103704,494,7,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,2011,55,Male,1991,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,15,15,,,51.0
103721,60,10,Yes,Det Konservative Folkeparti - Conservative People's Party,Good,1963,58,Female,1948,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,28,28,,,61.0
103839,210,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1980,67,Male,1960,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",21,37,37,44000,,48.0
103926,45,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1998,,Male,1975,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,40,40,40000,,57.0
103973,120,8,Yes,Socialdemokratiet - The Social democrats,Good,2000,Never too young,Male,1979,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,47000,,84.0
104005,360,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Good,2007,55,Male,1987,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,37,40500,,61.0
104017,120,8,Yes,Other,Very good,2017,60,Female,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,,5,,,51.0
104020,180,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1965,60,Male,1948,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,37,45,,,65.0
104092,,3,Yes,Dansk Folkeparti - Danish People's Party,Fair,1957,,Female,1942,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",8,30,30,,,69.0
104101,15,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1962,65,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,37,,,62.0
104113,720,8,Yes,Kristendemokraterne - Christian Democrats,Very good,1997,60,Male,1978,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,30,30,26000,30000,49.0
104131,150,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1999,60,Female,1979,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",8,37,40,42000,,58.0
104186,360,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1981,Never too young,Female,1961,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,46500,,62.0
104373,30,8,Yes,Dansk Folkeparti - Danish People's Party,Fair,1967,,Male,1942,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",6,37,37,,,83.0
104398,300,8,Yes,Socialdemokratiet - The Social democrats,Good,2005,55,Female,1987,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,40,40,32000,,67.0
104424,360,9,Yes,,Very good,1980,,Female,1961,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,37,43,,,33.0
104533,360,8,Yes,Kristendemokraterne - Christian Democrats,Good,1971,60,Male,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,30,40,,,86.0
104556,210,7,Not eligible to vote,,Good,,50,Male,2001,Folkeskole 9.-10. klasse,0,35,35,3600,2500,56.0
104583,300,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1978,,Male,1961,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,60,44000,,58.0
104606,180,6,No,,Good,2010,60,Female,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,30000,,85.0
104710,150,4,Yes,Socialdemokratiet - The Social democrats,Very good,1959,50,Female,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,37,37,,,71.0
104737,60,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,"Still in parental home, never left 2 months",50,Female,1970,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,32,32,24500,,63.0
104745,360,8,Yes,Liberal Alliance - Liberal Alliance,Very good,1999,65,Female,1982,"Forskeruddannelse. Ph.d., doktor",21,37,37,38000,45000,52.0
104763,,7,Yes,,Very good,2014,55,Female,1993,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,8,10,,,76.0
104880,90,8,Yes,Socialdemokratiet - The Social democrats,Bad,1966,65,Male,1942,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,40,,,71.0
104908,480,5,Yes,,Very bad,1990,,Male,1975,Folkeskole 9.-10. klasse,12,20,22,,,113.0
104946,240,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1995,60,Male,1974,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,37,38000,,88.0
104964,60,8,Yes,Det Konservative Folkeparti - Conservative People's Party,Bad,1980,Never too young,Female,1956,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,60000,,51.0
105240,120,7,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,2012,50,Female,1993,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,33000,,41.0
105335,540,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Bad,1993,60,Female,1971,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",3,12,12,,,59.0
105339,,0,Yes,Dansk Folkeparti - Danish People's Party,Very good,1950,50,Male,1929,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,40,40,,,73.0
105344,,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1955,55,Male,1941,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",12,37,40,,,83.0
105435,,7,Yes,Dansk Folkeparti - Danish People's Party,Fair,1962,,Female,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,37,,,76.0
105461,30,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1974,60,Male,1954,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,39,45000,,60.0
105481,,7,Yes,Det Konservative Folkeparti - Conservative People's Party,Fair,1965,50,Female,1943,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,40,45,,,60.0
105560,60,8,Yes,Socialdemokratiet - The Social democrats,Very good,1981,60,Male,1961,Folkeskole 9.-10. klasse,0,37,37,30000,,52.0
105620,600,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Very good,2003,Never too young,Female,1984,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,39,40000,,47.0
105627,480,5,Yes,Alternativet - The Alternative,Fair,1998,,Male,1978,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",3,37,42,44000,,87.0
105659,180,9,Yes,Dansk Folkeparti - Danish People's Party,Fair,1990,62,Male,1973,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16,37,37,15000,18000,59.0
105688,420,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,"Still in parental home, never left 2 months",55,Male,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,33,33,19000,,42.0
105821,90,8,Yes,Socialdemokratiet - The Social democrats,Good,1991,60,Female,1972,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,42,42,40000,48000,58.0
105827,45,6,Yes,Det Konservative Folkeparti - Conservative People's Party,Fair,1971,60,Male,1946,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,,55,,,228.0
105835,270,7,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Good,2002,55,Female,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,24740,28000,75.0
105926,600,9,Yes,Socialdemokratiet - The Social democrats,Fair,1981,60,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,43,34000,,80.0
105953,120,8,Yes,Dansk Folkeparti - Danish People's Party,Fair,1986,65,Male,1967,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,40,45,75000,,47.0
106051,690,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1993,60,Female,1975,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,37,45,42000,50000,60.0
106089,420,6,Not eligible to vote,,Very good,"Still in parental home, never left 2 months",Never too young,Female,2003,Folkeskole 9.-10. klasse,9,12,12,3000,,51.0
106349,180,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1977,55,Female,1957,Universitetsbachelor. 1. del af kandidatuddannelse,17,37,37,37292,,72.0
106375,60,8,Not eligible to vote,,Very good,2004,50,Female,1986,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,37,45000,,53.0
106383,600,8,Yes,Det Konservative Folkeparti - Conservative People's Party,Very good,1980,55,Male,1961,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,41,41000,,42.0
106445,240,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,2009,55,Male,1992,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",13,37,45,10700,28000,64.0
106470,120,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1953,60,Female,1939,Folkeskole 6.-8. klasse,8,37,37,,,77.0
106489,180,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,2004,,Male,1982,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,39,28500,,37.0
106535,150,7,Yes,Alternativet - The Alternative,Very good,2007,50,Female,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,32,32,28000,35000,80.0
106557,240,7,Yes,Dansk Folkeparti - Danish People's Party,Good,1981,,Male,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,38,80,35000,45000,84.0
106597,480,9,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,1984,50,Male,1965,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,35,50,125000,,66.0
106812,60,8,Yes,Det Konservative Folkeparti - Conservative People's Party,Fair,1969,64,Male,1951,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,37,60,,,84.0
106830,60,8,Yes,Socialdemokratiet - The Social democrats,Fair,1956,65,Female,1938,Folkeskole 9.-10. klasse,14,37,37,,,61.0
106832,120,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,1994,60,Male,1974,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15,37,40,45000,,42.0
106884,180,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Very good,2003,,Female,1983,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,42,24000,,61.0
106903,60,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,1989,59,Female,1974,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,40,27000,,34.0
106961,180,6,Yes,Alternativet - The Alternative,Fair,1965,60,Female,1955,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,37,40,31500,36000,57.0
107052,210,7,Yes,Socialdemokratiet - The Social democrats,Good,"Still in parental home, never left 2 months",,Female,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15,20,38,,,64.0
107078,420,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,2017,65,Female,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,0,20,,,67.0
107093,,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1989,55,Male,1968,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,42,50000,55000,55.0
107109,15,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1969,64,Female,1951,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,40,,,101.0
107120,540,7,Yes,Socialdemokratiet - The Social democrats,Good,1978,62,Male,1959,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,45,34000,34000,40.0
107240,60,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1963,60,Male,1943,"Forskeruddannelse. Ph.d., doktor",21,37,45,,,76.0
107254,240,5,Yes,,Very good,1963,,Female,1946,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,,50,,,87.0
107266,480,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1986,50,Male,1968,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11,37,37,30000,40000,62.0
107323,240,7,Yes,Liberal Alliance - Liberal Alliance,Very good,2015,,Male,1994,Other,14,37,37,22000,,22.0
107444,120,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1968,,Female,1948,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,37,,,74.0
107473,360,10,Yes,Socialdemokratiet - The Social democrats,Good,2000,68,Male,1984,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",25,37,55,50000,,44.0
107489,30,9,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Good,1967,55,Female,1947,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",4,30,30,,,109.0
107554,360,9,Yes,Alternativet - The Alternative,Good,1991,55,Female,1974,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,37,400100,,60.0
107628,120,5,Yes,Dansk Folkeparti - Danish People's Party,Fair,1959,60,Female,1934,Folkeskole 6.-8. klasse,7,50,80,,,68.0
107658,600,9,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,1998,55,Female,1980,"Forskeruddannelse. Ph.d., doktor",24,37,42,42000,46000,45.0
107796,480,7,Yes,Kristendemokraterne - Christian Democrats,Fair,1984,,Female,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,4,4,,,76.0
107858,150,3,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Good,1982,59,Male,1966,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,37,37,22000,,60.0
107878,480,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,2005,60,Male,1985,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",17,37,42,46000,,37.0
107903,,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1966,65,Female,1941,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11,30,30,,,54.0
107937,600,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1980,23,Male,1958,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,45,110000,,
108098,240,4,Yes,Dansk Folkeparti - Danish People's Party,Very good,2002,60,Male,1984,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,37,40000,,55.0
108140,150,5,Not eligible to vote,,Very good,2012,40,Male,1988,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16,37,37,290000,,92.0
108161,159,7,Yes,Liberal Alliance - Liberal Alliance,Very good,1989,70,Female,1971,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,50,74000,,43.0
108442,,7,Yes,Dansk Folkeparti - Danish People's Party,Good,1957,62,Male,1942,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,37,80,,,
108576,600,6,Yes,Socialdemokratiet - The Social democrats,Good,2004,60,Female,1984,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",3,29,29,32000,,52.0
108616,30,9,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Fair,1988,,Female,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",5,30,35,27000,,53.0
108671,600,8,Yes,Other,Fair,2000,30,Male,1980,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",23,37,39,40000,,52.0
108709,90,8,Yes,Dansk Folkeparti - Danish People's Party,Very good,2009,30,Male,1993,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,50,35000,,27.0
108776,120,5,Yes,Dansk Folkeparti - Danish People's Party,Very good,2000,30,Female,1982,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",2,32,32,24500,28000,41.0
108811,30,8,Yes,Dansk Folkeparti - Danish People's Party,Very good,1955,55,Female,1939,Folkeskole 6.-8. klasse,7,40,40,,,71.0
108885,30,9,Yes,Alternativet - The Alternative,Fair,1968,57,Female,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,,,66.0
108920,120,9,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1978,,Female,1958,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,30,30,33000,40000,56.0
108930,120,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1970,50,Female,1954,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,40,43000,,64.0
109005,240,4,Yes,Dansk Folkeparti - Danish People's Party,Very good,2000,55,Female,1981,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",15,,5,,,51.0
109056,480,5,Not eligible to vote,,Very good,"Still in parental home, never left 2 months",30,Male,2001,Folkeskole 9.-10. klasse,12,10,10,3000,,35.0
